idx,words,lid
11292,"['No' 'es' 'Quien' 'tu' 'seas' '..' '..' 'Es' 'con' 'Quien' 'Vas' '..'
 '..' '#True' '#Fe' '#Positive' 'Nada' 'es' 'imposible' ',' 'Todo' 'lo'
 'puedes' ',…' 'http://t.co/UT7j8xtJ8i']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other' 'lang2' 'lang2'
 'lang2' 'lang2' 'other' 'other' 'lang1' 'lang2' 'lang1' 'lang2' 'lang2'
 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'other' 'other']"
11293,['Feliz' 'Sabado' 'familia' '..' '.' 'http://t.co/zpZ0OUfxqO'],['lang2' 'lang2' 'lang2' 'other' 'other' 'other']
11294,"['Domingo' 'vamos' 'a' 'reunir' 'en' 'los' 'Headquarters' 'de' 'Team' 'La'
 'Gatita' '.' 'A2Z' 'Promotions' '&' 'Events' '7250' 'NW' '8th' 'Street'
 '#7' 'en' 'Miami' ',' 'FL' '33126' 'de' '9AM' 'a' '11AM']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang1'
 'lang2' 'lang2' 'other' 'other' 'lang1' 'other' 'lang1' 'other' 'lang1'
 'other' 'lang1' 'other' 'lang2' 'ne' 'other' 'ne' 'other' 'lang2' 'other'
 'lang2' 'other']"
11295,['Zeal' 'for' 'Life' 'http://t.co/9y8RBJ8OF9'],['lang1' 'lang1' 'lang1' 'other']
11296,"['@JU4RQ' 'La' 'Noticia' 'la' 'dieron' 'asi' 'Todos' 'los' 'medios' 'en'
 'Television' 'y' 'Prensa' 'escrita' '..' 'Gravias' 'por' 'tu'
 'Preocupacion' '.']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2'
 'lang2' 'other']"
11297,"['Una' 'app' 'para' 'dar' 'a' 'conocer' 'tu' 'negocio'
 'http://t.co/ka87g6UNu0']",['lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
11298,"['Se' 'congela' 'tu' 'Smartphone' ',' 'esta' 'app' 'puede' 'ayudarte'
 'http://t.co/z1uAC83NDI']","['lang2' 'lang2' 'lang2' 'lang1' 'other' 'lang2' 'lang1' 'lang2' 'lang2'
 'other']"
11299,"['Velasco' ',' 'Rodríguez' ',' 'Osses' ',' 'Ricci' 'y' 'Vera' ',' 'entre'
 'los' 'árbitros' 'que' 'quedan' 'en' 'el' 'mundial'
 'http://t.co/hPsbloGVSO']","['ne' 'other' 'ne' 'other' 'ne' 'other' 'ne' 'lang2' 'ne' 'other' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']"
11300,"['#ponteenformaconlagatita' '#ponteenforma' 'abdelzumba'
 'http://t.co/uXBhLOHsou']",['lang2' 'lang2' 'ne' 'other']
11301,"['No' 'todos' 'los' 'dias' 'encuentras' 'a' 'personas' 'dedicadas' ','
 'Que' 'invierten' 'su' 'tiempo' 'y' 'lo' 'hacen' 'con' 'pasion' 'para'
 '…' 'http://t.co/2dMu2r8Pk5']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'other']"
11302,"['Ponte' 'en' 'Forma' 'con' 'La' 'Gatita' '.' '..' 'Excito' 'para' 'todo'
 'que' 'disfruta' 'de' 'este' 'movimiento' 'en' 'miami' '.…'
 'http://t.co/FoMT9EcjME']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'ne'
 'other' 'other']"
11303,['http://t.co/AAxGIFvR0c'],['other']
11304,"['Gane' 'O' 'Pierda' '..' '..' '.' 'Voy' 'apoyando' '#Colombia' 'Con'
 'Dios' 'por' 'delante' '!' 'Llego' 'el' 'dia' '..' '..' '.'
 '#Elvacilondelagatita' '…' 'http://t.co/TQmwOj3IDE']","['lang2' 'lang2' 'lang2' 'other' 'other' 'other' 'lang2' 'lang2' 'ne'
 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'other'
 'other' 'other' 'lang2' 'other' 'other']"
11305,"['Gracias' 'familia' 'Por' 'apoyar' 'este' 'esfuerzo' 'que' 'es' 'para'
 'la' 'Comunidad' '..' 'Totalmente' 'Gratis' '.' 'Gracias' 'por' '…'
 'http://t.co/9ki3fBG6Ut']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'other'
 'other']"
11306,"['El' 'mundo' 'real' 'con' 'el' 'digital' 'se' 'puede' 'incorporar'
 'gracias' 'a' 'LEGO' 'http://t.co/FWjVgRumEw']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'ne' 'other']"
11307,"['Como' 'saber' 'si' 'tu' 'Smartphone' 'esta' 'realmente' 'seguro'
 'http://t.co/4PX0UNGWo6']",['lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'other']
11308,"['Para' 'viajar' 'y' 'ahorrar' 'los' 'mejores' 'hoteles' 'esta' 'app' 'te'
 'lo' 'busca' 'todo' 'http://t.co/TYZRSNp147']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1'
 'lang2' 'lang2' 'lang2' 'lang2' 'other']"
11309,"['Crean' 'una' 'mesa' 'cargador' 'que' 'usa' 'energía' 'solar'
 'http://t.co/GkrUC9GttI']",['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
11310,"['Cuelga' 'en' 'Facebook' 'un' '‘' 'selfie' '’' 'antes' 'de' 'morir'
 'http://t.co/m7ltI9ZjRb']","['lang2' 'lang2' 'ne' 'lang2' 'other' 'lang1' 'other' 'lang2' 'lang2'
 'lang2' 'other']"
11311,"['Suerte' '!!' '!!' '!!' '#Elvacilondelagatita' 'Vamo' 'Arriba' '..' '.'
 '#Mundial2014' 'http://t.co/JB7w4SiuDg']","['lang2' 'other' 'other' 'other' 'lang2' 'lang2' 'lang2' 'other' 'other'
 'other' 'other']"
11312,"['Thanks' 'Familia' ',' '#Elvacilondelagatita' 'http://t.co/Q8ThLGMKw7']",['lang1' 'lang2' 'other' 'lang2' 'other']
11313,['#True' '#Elvacilondelagatita' 'http://t.co/qseZURfwIc'],['lang1' 'lang2' 'other']
11314,"['Felicidades' 'Colombia' '!!' '!!' '!!' '!!' '!!' '!!' '!!' '!!' '!!' '!'
 '#elvacilondelagatita' '@elzol1067fm' 'http://t.co/6HRdz7I3at']","['lang2' 'ne' 'other' 'other' 'other' 'other' 'other' 'other' 'other'
 'other' 'other' 'other' 'lang2' 'other' 'other']"
11315,"['Lol' 'es' 'Verdad' '..' '.' '#Elvacilondelagatita' '#Funny'
 'http://t.co/n8EWTkuzdF']",['lang1' 'lang2' 'lang2' 'other' 'other' 'lang2' 'lang1' 'other']
11316,['#True' 'http://t.co/GDNKPj61kh'],['lang1' 'other']
11317,"['Si' 'estas' 'buscando' 'auto' ',' 'Pasa' 'por' '@juicydirty'
 '#Elvacilondelagatita' 'http://t.co/Z2Hvu3lI8k']","['lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'other' 'lang2'
 'other']"
11318,"['La' 'Gatita' ':' '‘' 'En' 'la' 'radio' 'soy' 'una' 'pantera' '’'
 'http://t.co/AT9lKntMAW']","['lang2' 'lang2' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'other']"
11319,['Just' 'posted' 'a' 'photo' 'http://t.co/9C87Um7JAW'],['lang1' 'lang1' 'lang1' 'lang1' 'other']
11320,"['I' ""'ve"" 'just' 'updated' 'my' 'professional' 'profile' 'on' 'LinkedIn'
 '.' 'Connect' 'with' 'me' 'and' 'view' 'my' 'profile' '.'
 'http://t.co/148hUpAjol' '#in']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne'
 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other'
 'other' 'lang1']"
11321,"['Congrats' '!' '!!' '!' 'Tu' 'meta' 'esta' 'mas' 'cerca' ',' 'Los'
 'sueños' 'se' 'realizan' ',' 'Cuando' 'tu' 'esfuerzo' 'se' 'convierte'
 'en' '…' 'http://t.co/Abr1zRvpsm']","['lang1' 'other' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'other' 'other']"
11322,"['Necesitas' 'un' 'carro' 'usado' '.' 'Te' 'recomiendo' 'a' '@juicydirty'
 'http://t.co/NHDp3kfi95']","['lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'other'
 'other']"
11323,"['Llegando' 'a' 'Mi' 'hogar' 'y' 'Dandote' 'las' 'Gracias' 'familia' '.'
 '#ponteenformaconlagatita' 'Un' 'evento' 'Gratis' 'para' '…'
 'http://t.co/mqgrGiGXvG']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other']"
11324,"['No' 'Jugamos' 'Futbol' ',' 'Pero' 'ponemos' 'a' 'gozar' 'al' 'Mundo'
 '..' '.' 'CUBA' 'Y' 'PUERTO' 'RICO' 'DE' 'UN' 'PAJARO' 'LAS' '2' '…'
 'http://t.co/33TeSsMZJ5']","['lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'other' 'ne' 'lang2' 'ne' 'ne' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'other' 'other']"
11325,"['Gracias' 'a' 'todos' 'mis' 'fans' 'y' 'oyentes' 'por' 'escuchar'
 '#elvacilondelagatita' 'en' '@elzol1067fm' 'Por' 'hacer' 'nos' '#1' '…'
 'http://t.co/efDEFXlqij']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'other' 'other' 'other']"
11326,"['Gana' 'entradas' 'para' 'ver' 'Enrique' 'Iglesias' 'y' 'Pitbull' 'en'
 'concierto' 'http://t.co/xNKcvszZcg']","['lang2' 'lang2' 'lang2' 'lang2' 'ne' 'ne' 'lang2' 'ne' 'lang2' 'lang2'
 'other']"
11327,['Parte' '#TeamLaGatita' 'I' 'love' 'my' 'Girls' 'http://t.co/qztojaDCVH'],['lang2' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
11328,"['Ustedes' 'Son' 'Nuestra' 'Energia' '..' 'Gracias' '#Elvacilondelagatita'
 '@elzol1067fm' 'http://t.co/aPYRWZMagD']",['lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'other' 'other']
11329,"['Mi' 'Segundo' 'Repost' '!!' 'Arriba' 'West' 'palm' 'Gracias' 'Familia'
 'por' 'el' 'Cariño' '#Elvacilondelagatita' '@elzol1067fm'
 'http://t.co/FP4qBNyeRl']","['lang2' 'lang2' 'lang1' 'other' 'lang2' 'lang1' 'lang1' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other']"
11330,"['I' 'Love' 'You' 'Too' '#Elvacilondelagatita' '@elzol1067fm'
 'http://t.co/9nmY2klPuv']",['lang1' 'lang1' 'lang1' 'lang1' 'lang2' 'other' 'other']
11331,"['Necesita' 'un' 'carro' 'porque' 'el' 'tuyo' 'ya' 'llego' 'a' 'lo'
 'ultimo' '.' 'Te' 'recomiendo' 'que' 'vayas' 'a' '@juicydirty' 'y' 'dile'
 '…' 'http://t.co/eA7DSxv6fD']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other'
 'lang2' 'lang2' 'other' 'other']"
11332,"['Modern' 'milestone' ':' '‘' 'Gangnam' '’' 'hits' '2' 'billion'
 'http://t.co/GjotwW6ugP']","['lang1' 'lang1' 'other' 'other' 'ne' 'other' 'lang1' 'other' 'lang1'
 'other']"
11333,"['Fallece' 'Gustavo' 'Lezcano' ',' 'exmiembro' 'de' 'Miami' 'Sound'
 'Machine' 'http://t.co/6TToql1WQP']",['lang2' 'ne' 'ne' 'other' 'lang2' 'lang2' 'ne' 'lang1' 'ne' 'other']
11334,"['Te' 'Graduaste' '?' 'QUE' 'ORGULLO' 'Felicidades' 'de' 'parte'
 '#Elvacilondelagatita' 'Que' 'todas' 'Tus' 'metas' 'se' '…'
 'http://t.co/kJjRDWO6zD']","['lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other']"
11335,"['Este' 'fin' 'de' 'semana' 'de' 'Memorial' 'Day' 'con' 'mis' 'oyentes'
 'en' 'Virginia' 'Beach' 'Key' 'Biscayne' '#teamlagatita' '…'
 'http://t.co/frkqqPmRRq']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang1' 'lang2' 'lang2'
 'lang2' 'lang2' 'ne' 'lang1' 'lang1' 'ne' 'mixed' 'other' 'other']"
11336,"['El' 'coche' 'autónomo' 'de' 'Google' ':' 'sin' 'volante' 'ni' 'pedales'
 'http://t.co/6OD3FgDXmz']","['lang2' 'lang2' 'lang2' 'lang2' 'ne' 'other' 'lang2' 'lang2' 'lang2'
 'lang2' 'other']"
11337,"['Kim' 'y' 'Kanye' ',' 'luna' 'de' 'miel' 'en' 'Irlanda'
 'http://t.co/28kNNMZaxo']",['ne' 'lang2' 'ne' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'ne' 'other']
11338,"['Mujer' 'luchadora' ',' 'estamos' 'pendiente' 'a' 'todo' ',' 'Y' 'no'
 'sacamos' 'tiempo' 'muchas' 'veces' 'para' 'Nosotras' '..' 'este' '…'
 'http://t.co/6W4SOi4yKm']","['lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2'
 'other' 'other']"
11339,"['Conoce' 'y' 'graba' 'la' 'reacción' 'de' 'tus' 'amigos' 'al' 'momento'
 'que' 'reciben' 'tu' 'mensaje' 'http://t.co/okCq5oEOzr']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']"
11340,"['Fiesta' '‘' 'swinger' '’' 'terminó' 'a' 'los' 'tiros'
 'http://t.co/GFNcpnBHlM']",['lang2' 'other' 'lang1' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
11341,['Google' 'presenta' 'tarjeta' 'de' 'débito' 'http://t.co/igkbJ1zKjA'],['ne' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
11342,"['Google' 'convierte' 'a' 'los' 'usuarios' 'de' 'sus' 'servicios'
 'hombres' 'http://t.co/C1WucSokoQ']","['ne' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'other']"
11343,"['Para' 'autos' 'usados' 'por' 'Muchos' 'Miles' 'Menos' '@juicydirty'
 'http://t.co/NpZHFcZL7P' 'http://t.co/7lOLLDqlBd']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other'
 'other']"
11344,"['No' 'quiero' 'Dejarte' 'Ir' '!!' '!!' 'Luego' 'de' 'manejar' 'esta'
 'Belleza' '!!' '@juicydirty' 'No' 'quiero' 'salir' 'de' '…'
 'http://t.co/WY4QvRhduL']","['lang2' 'lang2' 'lang2' 'lang2' 'other' 'other' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'other'
 'other']"
11345,['Happy' 'Birthday' 'Nacho' '..' '..' '.' 'http://t.co/3hfgg6F5Hc'],['lang1' 'lang1' 'ne' 'other' 'other' 'other' 'other']
11346,['@SalasMedia' 'cheers'],['other' 'lang1']
11347,"['Pero' 'Mi' 'Dios' 'es' 'miy' 'Grande' '!!' '!' 'Y' 'no' 'le' 'tengo'
 'miedo' 'al' 'Cuco' '!!' '!' 'http://t.co/RSuyD6hyZ9']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'ne' 'other' 'other' 'other']"
11348,['La' 'Gatita' 'Beack' 'Party' 'este' 'Lunes' 'http://t.co/7mqvAcP8N2'],['lang2' 'lang2' 'lang1' 'lang1' 'lang2' 'lang2' 'other']
11349,['Memorial' 'Day' 'Sales' 'Event' 'http://t.co/iFEuxcWRBu'],['lang1' 'lang1' 'lang1' 'lang1' 'other']
11350,"['La' 'Gatita' 'te' 'encuentra' 'la' 'pareja' 'ideal' 'para' 'asistir'
 'juntos' 'en' 'primera' 'fila' 'al' 'concierto' 'de' 'Romeo' '…'
 'http://t.co/W3SdWJXaIj']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'ne' 'other'
 'other']"
11351,"['Pelotero' 'dominicano' 'Miguel' 'Olivo' 'muerde' 'oreja' 'a' 'su'
 'compañero' 'Guerrero' 'durante' 'pelea' 'http://t.co/1MOXo7MoIM']","['lang2' 'lang2' 'ne' 'ne' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'other']"
11352,"['Empleos' 'que' 'desaparecerán' 'por' 'causa' 'de' 'la' 'tecnología'
 'http://t.co/vhhsVQCTrN']",['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
11353,"['OFF' 'LEASE' 'ONLY' '“' 'LA' 'GATITA' 'DEALS' 'OF' 'THE' 'WEEK' '”'
 'http://t.co/c82sEcnRIj']","['lang1' 'lang1' 'lang1' 'other' 'lang2' 'lang2' 'lang1' 'lang1' 'lang1'
 'lang1' 'other' 'other']"
11354,"['OMG' '!' 'Ray' 'J' 'obsequiará' 'a' 'Kim' 'Kardashian' 'por' 'su' 'boda'
 'regalías' 'de' 'su' 'vídeo' 'porno' 'http://t.co/aOEVFTgNyf']","['lang1' 'other' 'ne' 'ne' 'lang2' 'lang2' 'ne' 'ne' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']"
11355,"['El' 'Vacilón' 'de' 'la' 'Gatita' 'te' 'lleva' 'a' 'conocer' 'a' 'Gente'
 'de' 'Zona' 'http://t.co/5VF8lGGGrT']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'other']"
11356,"['Miley' 'Cyrus' 'deja' 'que' 'le' 'agarren' 'la' '“' 'cucaracha' '”'
 'http://t.co/G4ogp3Kbkf']","['ne' 'ne' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'other'
 'other']"
11357,['Ese' 'jejeje' '#Funny' 'http://t.co/9d6zccYsXM'],['lang2' 'lang2' 'lang1' 'other']
11358,"['No' 'Tan' 'solo' 'Tengo' 'los' 'Oyentes' 'mas' 'Cariñosos' ',' 'Tambien'
 'los' 'mas' 'Creativos' '.' 'Thanks' '..' '.' '#Elvacilondelagatita'
 'http://t.co/c3GVhaAw8C']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other'
 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang1' 'other' 'other' 'lang2'
 'other']"
11359,['#Birthday' 'Pict' '#WestlandMall' 'http://t.co/Fan5lSZgOl'],['lang1' 'lang1' 'lang1' 'other']
11360,"['Cuanta' 'Belleza' 'Junta' 'Dios' 'Mio' '!!' '!!' 'ilianita71'
 'irenita76' 'Gracias' 'X' 'Compartir' 'Conmigo' 'Uno' 'de' 'los' '…'
 'http://t.co/wMuHsnoroz']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other' 'other' 'other'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other']"
11361,['#Happy' '#Birthday' '#Date' '#Dinner' 'http://t.co/2NNOk9ND8v'],['lang1' 'lang1' 'lang1' 'lang1' 'other']
11362,['Gracias' 'Por' 'Tantas' 'alegrias' '#Birthday' 'http://t.co/J1PHkBnvX5'],['lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'other']
11363,['@cynthiasebaco' 'Gracias' 'Vida' 'Mia' '!'],['other' 'lang2' 'lang2' 'lang2' 'other']
11364,['@Djepa78' 'Thanks' 'Por' 'el' 'Detalle' '..' 'Muah'],['other' 'lang1' 'lang2' 'lang2' 'lang2' 'other' 'lang2']
11365,"['LOS' 'ESPERO' 'A' 'TODOS' 'MAÑANA' 'JUEVES' '..' '..'
 '#ElvacilonDeLaGatita' 'vladygomez' '@elzol1067fm'
 'http://t.co/eEzuKkEkjN']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other' 'lang2'
 'ne' 'other' 'other']"
11366,['@PedreMia' '@elzol1067fm' 'Thanks' 'Corazon' '!!'],['other' 'other' 'lang1' 'lang2' 'other']
11367,"['Late' 'Post' '..' '.' '#sbsparty' '#Elvacilondelagatita' '@elzol1067fm'
 'http://t.co/MuXHhG4Uyt']",['lang1' 'lang1' 'other' 'other' 'lang1' 'lang2' 'other' 'other']
11368,"['#Selfie' 'Ya' 'Ready' 'Te' 'espero' 'de' '#HappyHour' 'en' 'la'
 '#Covacha' 'en' 'Vivo' '@elzol1067fm' '#Elvacilondelagatita'
 'http://t.co/14wyCGPEOt']","['lang1' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2'
 'ne' 'lang2' 'lang2' 'other' 'lang2' 'other']"
11369,"['Que' 'Aguacero' '!!' '!' 'Pasa' 'lo' 'Relax' '@elzol1067fm' 'Mezclando'
 '#ElvacilonDeLaGatita' '@elzol1067fm' 'http://t.co/RTHrcdsZBL']","['lang2' 'lang2' 'other' 'other' 'lang2' 'lang2' 'lang1' 'other' 'lang2'
 'lang2' 'other' 'other']"
11370,"['TU' 'SPRING' 'BREAK' 'Esta' '#ElvacilonDeLaGatita' '@elzol1067fm'
 'http://t.co/pgN0RqlnzG']",['lang2' 'lang1' 'lang1' 'lang2' 'lang2' 'other' 'other']
11371,"['#ElvacilonDeLaGatita' 'Lunes' 'a' 'Viernes' '6-11' 'am' '@elzol1067fm'
 'http://t.co/S9BZLIIN37']",['lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'other' 'other']
11372,"['#sbsparty' '#ElvacilonDeLaGatita' '@elzol1067fm'
 'http://t.co/2u452Y2M8s']",['lang1' 'lang2' 'other' 'other']
11373,"['#Elvacilondelagatita' '#AlexSensationMiamiBash' '@elzol1067fm'
 '@elzol1067fm' 'http://t.co/dWEeLdsinJ']",['lang2' 'ne' 'other' 'other' 'other']
11374,"['Friday' '!!' '!!' 'Amanecimos' 'ready' 'Tempranito' 'a' 'Llenarte' 'de'
 'Energia' '..' '.' '@elzol1067fm' 'Mezclando' '…'
 'http://t.co/gjHCtFCv6X']","['lang1' 'other' 'other' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'other' 'other' 'lang2' 'other' 'other']"
11375,"['Happy' '#ElvacilonDeLaGatita' 'a' 'CELEBRAR' '..' '..' '..' '.'
 'http://t.co/zJLDdliajG']",['lang1' 'lang2' 'lang2' 'lang2' 'other' 'other' 'other' 'other' 'other']
11376,"['#Positive' '#TEAM' '#quote' '#ElvacilonDeLaGatita' 'sandyc1067'
 '@edwinbau' '@peterpamdj' '@elzol1067fm' 'vegapower' '…'
 'http://t.co/daHszys1ye']","['lang1' 'lang1' 'lang1' 'lang2' 'other' 'other' 'other' 'other' 'lang1'
 'other' 'other']"
11377,"['Con' 'Mi' 'Team' '#ElvacilonDeLaGatita' 'en' '@elzol1067fm' 'Dandote'
 'Gracias' 'a' 'Dios' '!' 'Otro' 'Dia' '..' 'http://t.co/ysRJLSPgfS']","['lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'lang2' 'lang2' 'other' 'other']"
11378,"['Todavia' 'con' 'Ojitos' 'Cansados' '..' '.' 'Feliz' 'Tarde' 'Familia'
 '.' '#ElvacilonDeLaGatita' 'http://t.co/MVpXuipWad']","['lang2' 'lang2' 'lang2' 'lang2' 'other' 'other' 'lang2' 'lang2' 'lang2'
 'other' 'lang2' 'other']"
11379,"['Gracias' 'Familia' '!' '#ElvacilonDeLaGatita' 'CALLE' '@elzol1067fm'
 'http://t.co/FNtpWqE5Ei']",['lang2' 'lang2' 'other' 'lang2' 'lang2' 'other' 'other']
11380,['#blessed' 'http://t.co/nvE1aQAXNU'],['lang1' 'other']
11381,"['Sentir' 'el' 'Cariño' 'De' 'las' 'Personas' ',' 'Es' 'lo' 'mas'
 'Importante' '.' '..' '.' '#blessed' '#ElvacilonDeLaGatita'
 'http://t.co/vyRJFKntsc']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2'
 'lang2' 'lang2' 'other' 'other' 'other' 'lang1' 'lang2' 'other']"
11382,"['Happy' 'happy' 'happy' '..' '.' 'Sonrie' ',' 'Las' 'personas' 'que' 'NO'
 'TE' 'QUIEREN' '..' '.' 'ODIO' 'ESO' '.' 'http://t.co/pJysOWuoVl']","['lang1' 'lang1' 'lang1' 'other' 'other' 'lang2' 'other' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other' 'lang2' 'lang2' 'other'
 'other']"
11383,"['Compartiendo' 'con' 'Todos' 'Nuestro' 'Oyentes' 'en.la' 'Calle' '8' '..'
 'Cafecito' '305' '..' 'Dia' 'Oficial' '.' '#Cafecito305' '…'
 'http://t.co/0e2ZPeEbmd']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other'
 'lang2' 'other' 'other' 'lang2' 'lang2' 'other' 'other' 'other' 'other']"
11384,"['Para' 'GENESIS' 'AVEDA' 'HAPPY' 'BDAY' '..' 'BENDICIONES' '..' '.'
 'HERMOSA' '!' 'mercyzelaya' '@elzol1067fm' '#ElvacilonDeLaGatita'
 'http://t.co/RmCHA20EjQ']","['lang2' 'ne' 'ne' 'lang1' 'lang1' 'other' 'lang2' 'other' 'other' 'lang2'
 'other' 'ne' 'other' 'lang2' 'other']"
